name,Make,variant,price,mileage,Type,Model,Body,Fuel,Other Fuel Types,CO2 Emission,Emission Label,Emission Class,horse power,Displacement,Cylinders,Warranty,Previous Owners,first registration,First Registration,Consumption,consumption_country,consumption_city,Electricity consumption,Gearing Type,Gears,Nr. of Seats,Nr. of Doors,Paint Type,Body Color Original,Body Color,Upholstery,Inspection new,Next Inspection,Last Service Date,Full Service,Last Timing Belt Service Date,Perm. GVW,Drive chain,Model Code,Weight,Non-smoking Vehicle,Country version,Offer Number,url_address
Opel Signum,Opel,Sport - Xenon/Navi,"€ 4,975.-",157628,Used,Signum,Station wagon,Regular/Benzine 91,,218 g/km (comb),4 (Green),,175,"1,998 cc",,,2,10/2003,2003,9.2 l/100 km (comb),7.1 l/100 km (country),13.3 l/100 km (city),,Manual,,5,4,Metallic,Saphirschwarz,Black,Black,Yes,,,,,,,,,,Germany,13879,https://www.autoscout24.com/offers/opel-signum-sport-xenon-navi-gasoline-black-0ba8ecdf-0756-4e8d-a210-69bc4bd7c83b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
SEAT Mii,SEAT,Reference 1.0 RDC ESP Seitenairb. met. TRC Airb AB,"€ 4,980.-",51000,Used,Mii,Sedans,Super 95,,107 g/km (comb),,Euro 6,60,999 cc,3,,1,02/2016,2016,4.5 l/100 km (comb),3.9 l/100 km (country),5.6 l/100 km (city),,Manual,5,4,3,Metallic,blue blueberry,Blue,Cloth,,,,,,,Front,7593/AGN,,,Germany,19,https://www.autoscout24.com/offers/seat-mii-reference-1-0-rdc-esp-seitenairb-met-trc-airb-ab-gasoline-blue-4d9efb8a-1c18-4c9b-9eb9-23ad3ad763a0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford,Ford,Cool & Sound Edition*SITZHEIZUNG*KLIMA*,"€ 4,980.-",65070,Used,,Compact,Gasoline,,115 g/km (comb),4 (Green),Euro 6,69,"1,242 cc",4,,2,10/2014,2014,4.9 l/100 km (comb),4.4 l/100 km (country),5.8 l/100 km (city),,Manual,5,4,3,,Midnight-Schwarz Metallic,Black,Cloth,,07/2022,,,,,Front,8566/APU,940 kg,,,1618,https://www.autoscout24.com/offers/ford-others-cool-sound-edition-sitzheizung-klima-gasoline-black-a68b5860-8c82-411b-b5f7-ee254a2e487e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 116,BMW,i*Xenon*PDC*Sitzheizung*Klimaaut.*,"€ 4,980.-",164145,Used,116,Sedans,Regular/Benzine 91,,0 g/km (comb),4 (Green),Euro 4,122,"1,598 cc",4,,2,09/2008,2008,,,,,Manual,6,5,3,,BLACK SAPPHIRE METALLIC,Black,Other,,05/2022,,,,,Rear,,,,,92496,https://www.autoscout24.com/offers/bmw-116-i-xenon-pdc-sitzheizung-klimaaut-gasoline-black-f88b244a-a4f4-47b4-b09c-b361749d23df?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mitsubishi Colt,Mitsubishi,"1.3 ClearTec - Klima, Sitzheizung, Alu","€ 4,980.-",119000,Used,Colt,Sedans,Regular/Benzine 91,,119 g/km (comb),4 (Green),Euro 5,95,"1,332 cc",4,,1,01/2012,2012,5 l/100 km (comb),4.3 l/100 km (country),6.3 l/100 km (city),,Manual,5,5,5,Metallic,Metallic,Brown,"Cloth, Black",,03/2023,,,,,Front,9758/AAE,"1,045 kg",,Germany,neu_116-0305421,https://www.autoscout24.com/offers/mitsubishi-colt-1-3-cleartec-klima-sitzheizung-alu-gasoline-brown-9105ff05-efcb-4eeb-bb5f-18057d32c0fb?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Corsa,Opel,D 150 Jahre 1.4 Klimaautom. Panorama Lenkradheiz.,"€ 4,980.-",117280,Used,Corsa,Compact,Super 95,,129 g/km (comb),,Euro 5,87,"1,398 cc",4,,1,06/2012,2012,5.5 l/100 km (comb),4.6 l/100 km (country),7 l/100 km (city),,Manual,5,5,3,Metallic,schwarz,Black,Cloth,,02/2023,,,,,Front,0035/ALK,,,,6094042,https://www.autoscout24.com/offers/opel-corsa-d-150-jahre-1-4-klimaautom-panorama-lenkradheiz-gasoline-black-1682beb9-c829-4ea6-a91f-799f095241cd?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mitsubishi Colt,Mitsubishi,5T. Polar Klima,"€ 4,980.-",71000,Used,Colt,Compact,Super 95,,,4 (Green),Euro 4,75,"1,124 cc",,,1,04/2010,2010,,,,,Manual,,5,5,Metallic,Braun,Brown,"Cloth, Black",,05/2021,,,,,,9758/AAC,"1,040 kg",,Germany,jc-g5121,https://www.autoscout24.com/offers/mitsubishi-colt-5t-polar-klima-gasoline-brown-cbfd4989-5b97-4ed0-b0ef-c2e9756ab10f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo S40,Volvo,Lim. 1.6 D Leder TÜV NEU TOPP,"€ 4,985.-",129800,Used,S40,Sedans,Diesel,,129 g/km (comb),4 (Green),Euro 4,109,"1,560 cc",,,,03/2007,2007,4.9 l/100 km (comb),4.2 l/100 km (country),6.2 l/100 km (city),,Manual,,5,4,Metallic,BARENTS BLUE METALLIC / Metall,Blue,Full leather,Yes,,,,,,,,,,,,https://www.autoscout24.com/offers/volvo-s40-lim-1-6-d-leder-tuev-neu-topp-diesel-blue-347ae950-96b0-4801-b903-871b63c0781f?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo XC70,Volvo,2.4 T AWD Cross Country LPG-GASANLAGE,"€ 4,985.-",341000,Used,XC70,Station wagon,Liquid petroleum gas (LPG),,,4 (Green),,200,"2,435 cc",,,2,01/2001,2001,,,,,Automatic,,5,4,Metallic,ASHGOLD METALLIC,Gold,Full leather,Yes,,,,,,4WD,,,,,,https://www.autoscout24.com/offers/volvo-xc70-2-4-t-awd-cross-country-lpg-gasanlage-lpg-gold-03427dac-2de3-4aff-ba3f-db68452345f8?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Citroen C4,Citroen,Picasso Exclusive Leder WEBASTO TÜV NEU,"€ 4,985.-",125000,Used,C4,Van,Diesel,,156 g/km (comb),4 (Green),Euro 4,109,"1,560 cc",,,2,02/2008,2008,5.9 l/100 km (comb),,,,Automatic,,5,4,Metallic,LACKIERUNG ALUMINIUM-GRAU,Grey,Full leather,Yes,,,,,,,,,,,,https://www.autoscout24.com/offers/citroen-c4-picasso-exclusive-leder-webasto-tuev-neu-diesel-grey-31611d5b-a6c6-44cc-ad93-62706b9b2b74?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Fiesta,Ford,"1.25 Trend Garantie, HU/AU neu, Klima","€ 4,987.-",104124,Used,Fiesta,Sedans,Super 95,,127 g/km (comb),4 (Green),Euro 5,60,"1,242 cc",4,12 months,3,08/2010,2010,5.5 l/100 km (comb),4.4 l/100 km (country),7.3 l/100 km (city),,Manual,5,5,3,Metallic,Avalon,Grey,"Cloth, Other",Yes,12/2021,,,,,Front,8566/AOO,"1,041 kg",,Germany,101692731,https://www.autoscout24.com/offers/ford-fiesta-1-25-trend-garantie-hu-au-neu-klima-gasoline-grey-dfb4a972-38f3-42fe-af2f-4885a2488bea?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo V70,Volvo,Kombi 2.0 T,"€ 4,990.-",100370,Used,V70,Station wagon,Regular/Benzine 91,,248 g/km (comb),,Euro 3,179,"1,984 cc",,,,07/2002,2002,10.4 l/100 km (comb),7.9 l/100 km (country),14.8 l/100 km (city),,Automatic,,5,4,Metallic,,,"Part leather, Black",Yes,,,,,,,,,,,MH52 5136 GW ASU,https://www.autoscout24.com/offers/volvo-v70-kombi-2-0-t-gasoline-d50e62a6-a6b7-4c50-a99d-a12a749de5ed?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Skoda Fabia,Skoda,Cool Edition 1.6 TDI 90 PS Klima+Radio CD,"€ 4,990.-",95277,Used,Fabia,Station wagon,Diesel,,111 g/km (comb),4 (Green),Euro 5,90,"1,598 cc",4,,2,08/2014,2014,4.2 l/100 km (comb),3.6 l/100 km (country),5.1 l/100 km (city),,Manual,5,5,5,,Schwarz-Magic Perleffekt,Black,Cloth,,08/2021,,,,,Front,8004/AJT,"1,239 kg",,,tsbgh001,https://www.autoscout24.com/offers/skoda-fabia-cool-edition-1-6-tdi-90-ps-klima-radio-cd-diesel-black-46ff7ab7-bc7d-44c4-8187-d882e79b3171?cldtidx=1&cldtsrc=listPage&searchId=1964176808
smart forTwo,smart,Coupe Automatik Klima Sitzhz. Panorama,"€ 4,990.-",48000,Used,forTwo,Coupe,Regular/Benzine 91,,127 g/km (comb),4 (Green),Euro 4,61,698 cc,,,2,02/2005,2005,5.3 l/100 km (comb),4.6 l/100 km (country),6.5 l/100 km (city),,Automatic,,2,2,,schwarz,Black,"Full leather, Black",Yes,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/smart-fortwo-coupe-automatik-klima-sitzhz-panorama-gasoline-black-09c5dd11-9f92-415b-bede-c08c8f5cadea?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Polo,Volkswagen,V Trendline. 8-Fach bereift. BT-AUX. Klima.,"€ 4,990.-",143750,Used,Polo,Compact,Diesel,,109 g/km (comb),,,75,"1,598 cc",,,2,05/2010,2010,4.2 l/100 km (comb),3.6 l/100 km (country),5.1 l/100 km (city),,Manual,,5,2,,Meerblau,Blue,"Cloth, Black",,10/2022,,,,,,,,,,,https://www.autoscout24.com/offers/volkswagen-polo-v-trendline-8-fach-bereift-bt-aux-klima-diesel-blue-0da6afc6-7808-43a3-846c-40aeb0f22f31?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Corsa,Opel,Color Edition,"€ 4,990.-",88543,Used,Corsa,Sedans,Super E10 95,,130 g/km (comb),,Euro 5,87,"1,398 cc",4,,1,10/2010,2010,5.5 l/100 km (comb),4.6 l/100 km (country),7 l/100 km (city),,Manual,5,5,3,,,,Other,,,,,,,Front,0035/ALK,"1,130 kg",,,3783,https://www.autoscout24.com/offers/opel-corsa-color-edition-gasoline-1af44992-51e9-4f95-8ece-4d4130df47ea?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Fiesta,Ford,Champions Edition,"€ 4,990.-",140575,Used,Fiesta,Sedans,Super E10 95,,135 g/km (comb),,Euro 5,82,"1,242 cc",4,,3,08/2012,2012,5.7 l/100 km (comb),4.6 l/100 km (country),7.5 l/100 km (city),,Manual,5,5,3,,,,Other,,,,,,,Front,8566/AOP,"1,098 kg",,,3778,https://www.autoscout24.com/offers/ford-fiesta-champions-edition-gasoline-7f942136-826b-4636-918c-8d232258ea13?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Agila,Opel,"B 1,2 Edition Autom. ~ Klima ~ MFL ~ PDC","€ 4,990.-",88000,Used,Agila,Sedans,Regular/Benzine 91,,142 g/km (comb),4 (Green),Euro 4,86,"1,242 cc",,,3,01/2009,2009,5.9 l/100 km (comb),4.9 l/100 km (country),7.8 l/100 km (city),,Automatic,,5,4,Metallic,Stahlsilber,Silver,Cloth,,07/2022,,,,,,,,,Germany,,https://www.autoscout24.com/offers/opel-agila-b-1-2-edition-autom-klima-mfl-pdc-gasoline-silver-fc7629d7-1ef6-4912-804a-9df810c1f015?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Dodge Journey,Dodge,2.0 CRD SE+KLIMAANLAGE+KINDERSITZVERANKE,"€ 4,990.-",155000,Used,Journey,Van,Diesel,,165 g/km (comb),4 (Green),Euro 4,140,"1,968 cc",,,,06/2009,2009,6.3 l/100 km (comb),5.1 l/100 km (country),8.2 l/100 km (city),,Manual,,5,4,,Schwarz,Black,Cloth,,,,,,,,,,,Germany,221_4049,https://www.autoscout24.com/offers/dodge-journey-2-0-crd-se-klimaanlage-kindersitzveranke-diesel-black-6e6abaf5-61ab-41d7-9568-b3ea87b540c3?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Fiesta,Ford,Fiesta Florida,"€ 4,990.-",22800,Used,Fiesta,Compact,Super 95,,171 g/km (comb),4 (Green),Euro 4,50,"1,299 cc",4,,1,03/2001,2001,7.3 l/100 km (comb),6.2 l/100 km (country),9.2 l/100 km (city),,Manual,5,5,3,Metallic,Moondust Silver (Metallic),Silver,"Cloth, Grey",,07/2023,,,,,Front,0928/928,"1,005 kg",,Germany,6294-533_25168,https://www.autoscout24.com/offers/ford-fiesta-fiesta-florida-gasoline-silver-7d19c0a9-026c-4e98-9d01-761238474a9e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Focus,Ford,"Lim. Style 1,6 Klima 2.Hand","€ 4,990.-",102869,Used,Focus,Sedans,Regular/Benzine 91,,156 g/km (comb),4 (Green),Euro 4,116,"1,596 cc",,,2,07/2009,2009,6.6 l/100 km (comb),5.4 l/100 km (country),8.7 l/100 km (city),,Manual,,5,2,Metallic,Panther-Schwarz Metallic,Black,"Cloth, Black",,06/2022,,,,,,,,,,Kun.Auf.,https://www.autoscout24.com/offers/ford-focus-lim-style-1-6-klima-2-hand-gasoline-black-ed36b3b1-0b5e-477a-9d54-b5a14f3fa252?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf Variant,Volkswagen,"V GTI DSG*Leder*Navigation*LM17""* GTI","€ 4,990.-",192390,Used,Golf Variant,Sedans,Super Plus 98,,188 g/km (comb),4 (Green),Euro 4,200,"1,984 cc",4,,,01/2007,2007,8 l/100 km (comb),6.3 l/100 km (country),10.8 l/100 km (city),,Automatic,6,5,2,,schwarz,Black,Full leather,,05/2022,,,,,Front,0603/ADF,"1,336 kg",,Germany,M-8496,https://www.autoscout24.com/offers/volkswagen-golf-variant-v-gti-dsg-leder-navigation-lm17-gti-gasoline-black-61de7362-e5f4-4973-9c49-8c50f1db8248?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Renault Twingo,Renault,EXPRESSION 16V 75 ELEK. FENSTERHEBER,"€ 4,990.-",38559,Used,Twingo,Compact,Super 95,,135 g/km (comb),4 (Green),Euro 5,75,"1,149 cc",,,1,10/2012,2012,5.7 l/100 km (comb),4.7 l/100 km (country),7.5 l/100 km (city),,Manual,,4,3,,Weiss,White,"Cloth, Black",Yes,,,,,,,3333/AQU,,,,2000603/21,https://www.autoscout24.com/offers/renault-twingo-expression-16v-75-elek-fensterheber-gasoline-white-297c1eb1-fd97-41bf-b612-5ae794961511?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 607,Peugeot,3.0 V6 Privilege aus 1.Hand Leder Klimaautomatik,"€ 4,990.-",104000,Used,607,Sedans,Gasoline,,237 g/km (comb),4 (Green),Euro 3,207,"2,946 cc",6,,1,04/2001,2001,9.9 l/100 km (comb),7.3 l/100 km (country),14.2 l/100 km (city),,Automatic,5,5,4,Metallic,SEVRUGABLAU,Blue,"Full leather, Brown",,04/2022,,,,,,3003/503,"1,635 kg",,Germany,,https://www.autoscout24.com/offers/peugeot-607-3-0-v6-privilege-aus-1-hand-leder-klimaautomatik-gasoline-blue-76125ec5-7b6a-47df-808c-5a176f4731cd?cldtidx=1&cldtsrc=listPage&searchId=1964176808
smart forTwo,smart,Micro Hybrid Drive (52kW) Wenig KM+Klimaaut.+Panor,"€ 4,990.-",38566,Used,forTwo,Compact,Gasoline,,103 g/km (comb),4 (Green),Euro 5,71,999 cc,3,,3,07/2010,2010,4.3 l/100 km (comb),3.9 l/100 km (country),4.9 l/100 km (city),,Automatic,5,2,2,,tridion-Sicherheitszelle in Si,Silver,"Cloth, Black",,10/2021,,,,,,,750 kg,,,1434,https://www.autoscout24.com/offers/smart-fortwo-micro-hybrid-drive-52kw-wenig-km-klimaaut-panor-gasoline-silver-ac0b616b-e0e5-4d9a-9fa4-30bc81dd3430?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 320,Mercedes-Benz,4-Matic Elegance 3.Hand Leder Comand Xenon SHD AHK,"€ 4,990.-",179000,Used,E 320,Sedans,Gasoline,,274 g/km (comb),4 (Green),Euro 4,224,"3,199 cc",6,,3,02/2002,2002,11.4 l/100 km (comb),8.4 l/100 km (country),16.8 l/100 km (city),,Automatic,5,5,4,Metallic,Tansanitblau,Blue,"Full leather, Black",,,03/2021,,,,Rear,0710/347,"1,720 kg",,Germany,,https://www.autoscout24.com/offers/mercedes-benz-e-320-4-matic-elegance-3-hand-leder-comand-xenon-shd-ahk-gasoline-blue-1aeeb725-2261-405b-a1b3-7a8684c60e96?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Dacia Duster,Dacia,1.6 Laureate 4x2 Klima+1a gepfelgt+Alu,"€ 4,990.-",140283,Used,Duster,Off-Road/Pick-up,Regular/Benzine 91,,178 g/km (comb),4 (Green),Euro 4,105,"1,598 cc",4,,,02/2011,2011,7.6 l/100 km (comb),6.4 l/100 km (country),9.8 l/100 km (city),,Manual,5,5,5,,BRAUN CAJOU,Brown,Cloth,,04/2023,,,,,Front,8212/AAE,"1,235 kg",,,tsg666,https://www.autoscout24.com/offers/dacia-duster-1-6-laureate-4x2-klima-1a-gepfelgt-alu-gasoline-brown-457089c2-50fc-4de6-88da-377868b892ee?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Touran,Volkswagen,1.9 TDI Highline Klimaauto. SHZ Navi Temp,"€ 4,990.-",235000,Used,Touran,Van,Diesel,,156 g/km (comb),4 (Green),Euro 4,105,"1,896 cc",,,2,01/2008,2008,5.9 l/100 km (comb),5.2 l/100 km (country),7.4 l/100 km (city),,Manual,,5,4,Metallic,,Silver,"Cloth, Black",Yes,,,,,,,0603/ABJ,,,,,https://www.autoscout24.com/offers/volkswagen-touran-1-9-tdi-highline-klimaauto-shz-navi-temp-diesel-silver-d5dd3d8c-34fc-4598-bd1e-155220f0a85c?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Toyota Aygo,Toyota,1.0 VVT-I City*AUT./MULTIMODE*1.HAND*,"€ 4,990.-",45000,Used,Aygo,Compact,Super 95,,107 g/km (comb),4 (Green),Euro 4,68,998 cc,,,1,06/2009,2009,4.6 l/100 km (comb),4.1 l/100 km (country),5.5 l/100 km (city),,Automatic,,4,2,,super red,Red,"Cloth, Black",Yes,,,,,,,5013/AAE,,,Germany,,https://www.autoscout24.com/offers/toyota-aygo-1-0-vvt-i-city-aut-multimode-1-hand-gasoline-red-03a91ea3-9a26-43ef-9c45-cd11fbecf65b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A4,Audi,Avant 2.0 TDI,"€ 4,990.-",204000,Used,A4,Station wagon,Diesel,,0 g/km (comb),4 (Green),Euro 4,140,"1,968 cc",4,,,10/2006,2006,,,,,Manual,6,5,5,,tiefseeblau,Blue,"Cloth, Black",,,,,,,Front,0588/ACV,,,,V45603,https://www.autoscout24.com/offers/audi-a4-avant-2-0-tdi-diesel-blue-d494ea10-7940-4209-90ee-e56c63d6a9bb?cldtidx=1&cldtsrc=listPage&searchId=1964176808
SEAT Alhambra,SEAT,"Reference 7 SITZE KLIMA 85 kW (116 PS), Schalt....","€ 4,990.-",155000,Used,Alhambra,Van,Super 95,,233 g/km (comb),4 (Green),Euro 4,116,"1,984 cc",4,,2,09/2008,2008,9.7 l/100 km (comb),7.7 l/100 km (country),13.1 l/100 km (city),,Manual,6,7,5,Metallic,Reflexsilber Metallic,Silver,"Cloth, Grey",,10/2021,,,,,Front,7593/AAH,"1,578 kg",,European Union,81721,https://www.autoscout24.com/offers/seat-alhambra-reference-7-sitze-klima-85-kw-116-ps-schalt-gasoline-silver-69481fa5-5ef0-4c32-913a-b7597c1165d4?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Renault Twingo,Renault,1.6 16V RS Sport*CUP-SPORT*KLIMA*1.HAND*,"€ 4,990.-",140000,Used,Twingo,Compact,Super 95,,165 g/km (comb),4 (Green),Euro 4,133,"1,598 cc",,,1,11/2009,2009,7 l/100 km (comb),5.7 l/100 km (country),9.1 l/100 km (city),,Manual,,4,2,,spanisch rot,Red,"Cloth, Black",Yes,,,,,,,3333/ARO,,,Germany,,https://www.autoscout24.com/offers/renault-twingo-1-6-16v-rs-sport-cup-sport-klima-1-hand-gasoline-red-a9d85797-c43f-4f48-bb41-2b637fa4a543?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 3008,Peugeot,1.6 HDi ## Toit panoramique ##,"€ 4,990.-",191659,Used,3008,Off-Road/Pick-up,Diesel,,130 g/km (comb),,Euro 5,111,"1,560 cc",4,,,01/2011,2011,5 l/100 km (comb),4.2 l/100 km (country),6.3 l/100 km (city),,Manual,6,5,5,Metallic,,Grey,"Cloth, Black",,,,,,,Front,,"1,496 kg",,,,https://www.autoscout24.com/offers/peugeot-3008-1-6-hdi-toit-panoramique-diesel-grey-9bd0cd32-ea73-4b53-9d21-056104b68456?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Fiesta,Ford,Trend *ISOFIX*Tüv NEU*Multifunktion*Klima,"€ 4,990.-",103431,Used,Fiesta,Compact,Regular/Benzine 91,,128 g/km (comb),4 (Green),Euro 5,60,"1,242 cc",,,2,05/2010,2010,5.4 l/100 km (comb),4.3 l/100 km (country),7.3 l/100 km (city),,Manual,,5,4,Metallic,Spa (G),Green,"Cloth, Grey",Yes,,,,,,,,,,,,https://www.autoscout24.com/offers/ford-fiesta-trend-isofix-tuev-neu-multifunktion-klima-gasoline-green-b1c9b3b4-a161-4719-a2e0-17a94e4f1f8e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Fiat Scudo,Fiat,130 Multijet EU5 12 L2H1 DPF Motorschaden !!,"€ 4,990.-",178989,Used,Scudo,Transporter,Diesel (Particulate Filter),,180 g/km (comb),4 (Green),Euro 5,128,"1,997 cc",,,,05/2014,2014,6.8 l/100 km (comb),6.1 l/100 km (country),8 l/100 km (city),,Manual,6,3,4,,Weiß,White,"Cloth, Blue",,,,,,,,4136/ATK,"1,795 kg",,Germany,g21779,https://www.autoscout24.com/offers/fiat-scudo-130-multijet-eu5-12-l2h1-dpf-motorschaden-diesel-white-90d2521d-7618-4be3-b87f-e4187d93d604?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Saab 99,Saab,2.0 GL 5 Speed - schöner Zustand mit AHK,"€ 4,990.-",350000,Used,99,Coupe,Gasoline,,,4 (Green),Euro 1,101,"1,971 cc",4,,3,09/1984,1984,,,,,Manual,5,4,3,,,White,"Velour, Blue",Yes,07/2020,,,,,Front,,1 kg,,Germany,,https://www.autoscout24.com/offers/saab-99-2-0-gl-5-speed-schoener-zustand-mit-ahk-gasoline-white-d8288fdd-0fb2-4c27-8e65-3a8c58a9d3a9?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz C 240,Mercedes-Benz,Elegance Automatik Xenon Klima SHZ,"€ 4,990.-",97000,Used,C 240,Sedans,Gasoline,,239 g/km (comb),4 (Green),Euro 3,170,"2,397 cc",6,,3,08/1998,1998,10 l/100 km (comb),7.5 l/100 km (country),14.3 l/100 km (city),,Automatic,5,5,4,Metallic,ALANITGRÜN - METALLIC,Green,"Cloth, Black",Yes,08/2021,,,,,Rear,0710/357,"1,420 kg",,Germany,,https://www.autoscout24.com/offers/mercedes-benz-c-240-elegance-automatik-xenon-klima-shz-gasoline-green-914c97b9-6ce8-4c30-8de3-29cdc04d95d3?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mazda 6,Mazda,Mazda 6 2.2L D / nur an Händler oder Export,"€ 4,990.-",182466,Used,6,Station wagon,Diesel,,139 g/km (comb),4 (Green),Euro 5,129,"2,184 cc",4,,1,03/2012,2012,5.2 l/100 km (comb),4.4 l/100 km (country),6.6 l/100 km (city),,Manual,6,5,5,Metallic,Graphite Metallic,Grey,"Cloth, Black",,,,,,,Front,7118/ADO,"1,565 kg",,,9801,https://www.autoscout24.com/offers/mazda-6-mazda-6-2-2l-d-nur-an-haendler-oder-export-diesel-grey-e2d5a81e-f907-440c-917e-e32c30e0ccd6?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Alfa Romeo MiTo,Alfa Romeo,"1,4 Klima Start/Stop PDC Temp. BC MFL","€ 4,990.-",115100,Used,MiTo,Sedans,Gasoline,,,4 (Green),Euro 5,105,"1,368 cc",,,,12/2009,2009,5.7 l/100 km (comb),,,,Manual,,4,2,Metallic,violett metallic,Violet,Cloth,,01/2022,,,,,,,,,Germany,,https://www.autoscout24.com/offers/alfa-romeo-mito-1-4-klima-start-stop-pdc-temp-bc-mfl-gasoline-violet-2a9ff3dc-da41-4703-a727-56a8daed07e6?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Ka/Ka+,Ford,"Ka Titanium 1,2 Start&Stop Winterräder","€ 4,990.-",52370,Used,Ka/Ka+,Sedans,Super 95,,115 g/km (comb),,Euro 6,69,"1,242 cc",,,3,03/2014,2014,4.9 l/100 km (comb),4.4 l/100 km (country),5.8 l/100 km (city),,Manual,5,4,3,,Moonlight-Silber Met,Silver,"Other, Other",Yes,07/2020,,,,,Front,8566/APU,940 kg,,,3294,https://www.autoscout24.com/offers/ford-ka-ka-ka-titanium-1-2-start-stop-winterraeder-gasoline-silver-8b5e6cd1-a241-4b87-9e2d-2c9419b001e0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat Variant,Volkswagen,1.9TDI COMFORTLINE - AIRCO - TREKHAAK,"€ 4,995.-",199820,Used,Passat Variant,Station wagon,Diesel,,153 g/km (comb),,Euro 4,105,"1,896 cc",4,12 months,,11/2007,2007,5.8 l/100 km (comb),4.9 l/100 km (country),7.4 l/100 km (city),,Manual,5,5,5,,,Black,"Other, Black",,,,,,,,,"1,552 kg",,,,https://www.autoscout24.com/offers/volkswagen-passat-variant-1-9tdi-comfortline-airco-trekhaak-diesel-black-9cb16809-4a8d-4f0c-bd0c-b5672acb0b97?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Suzuki Swift,Suzuki,1.3i SPORT!!! TRES BELLE!!!! CLIM!!! GARANTIE 1AN!,"€ 4,999.-",60000,Used,Swift,Sedans,Gasoline,,140 g/km (comb),,Euro 4,92,"1,328 cc",4,12 months,2,06/2009,2009,5.8 l/100 km (comb),4.9 l/100 km (country),7.4 l/100 km (city),,Manual,5,4,3,Metallic,TRES PROPRE!!!,White,"Cloth, Black",,,07/2021,,,,Front,,970 kg,,Belgium,,https://www.autoscout24.com/offers/suzuki-swift-1-3i-sport-tres-belle-clim-garantie-1an-gasoline-white-c60f5880-ed7f-49b3-9991-3165824b1175?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Lancia MUSA,Lancia,1.HAND CD/RADIO,"€ 4,999.-",70000,Used,MUSA,Van,Gasoline,,,4 (Green),Euro 5,95,"1,368 cc",,,1,07/2010,2010,,,,,Manual,,5,4,,Perlmutt/Braun,Silver,Cloth,Yes,,,,,,,4136/AJO,,,,1789,https://www.autoscout24.com/offers/lancia-musa-1-hand-cd-radio-gasoline-silver-b549a194-65bf-4366-a9e8-4f72ad364cc6?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 207,Peugeot,207 1.4 Urban Move 1.Hand Klima 23500 Km Tüv NEU,"€ 4,999.-",23500,Used,207,Compact,Super 95,,150 g/km (comb),4 (Green),Euro 4,73,"1,360 cc",4,,1,02/2009,2009,6.4 l/100 km (comb),5 l/100 km (country),8.7 l/100 km (city),,Manual,5,5,3,Metallic,LACKIERUNG MANITOBA-GRAU/-LACK,Grey,"Cloth, Grey",Yes,,,,,,Front,3003/ADR,"1,213 kg",,,540,https://www.autoscout24.com/offers/peugeot-207-207-1-4-urban-move-1-hand-klima-23500-km-tuev-neu-gasoline-grey-c50b03a1-6eea-4da5-bee1-cbec5b320e64?cldtidx=1&cldtsrc=listPage&searchId=1964176808
